Annotation_Label,CL_Label,CL_ID,CL_Match
enterocyte of appendix,enterocyte of appendix,CL:0009026,
transit amplifying cell of appendix,transit amplifying cell of appendix,CL:0009027,
intestinal crypt stem cell of appendix,intestinal crypt stem cell of appendix,CL:0009028,
mesothelial cell of appendix,mesothelial cell of appendix,CL:0009029,
enteroendocrine cell of appendix,enteroendocrine cell of appendix,CL:0009030,
T cell of appendix,T cell of appendix,CL:0009031,
B cell of appendix,B cell of appendix,CL:0009032,
plasma cell of appendix,plasma cell of appendix,CL:0009033,
dendritic cell of appendix,dendritic cell of appendix,CL:0009034,
stromal cell of lamina propria of vermiform appendix,stromal cell of lamina propria of vermiform appendix,CL:0009035,
appendix macrophage,appendix macrophage,CL:0009036,
lymph node mantle zone B cell,lymph node mantle zone B cell,CL:0009037,
colon macrophage,colon macrophage,CL:0009038,
colon goblet cell,colon goblet cell,CL:0009039,
stromal cell of lamina propria of colon,stromal cell of lamina propria of colon,CL:0009040,
tuft cell of colon,tuft cell of colon,CL:0009041,
enteroendocrine cell of colon,enteroendocrine cell of colon,CL:0009042,
intestinal crypt stem cell of colon,intestinal crypt stem cell of colon,CL:0009043,
lymphocyte of small intestine lamina propria,lymphocyte of small intestine lamina propria,CL:0009044,
B cell of medullary sinus of lymph node,B cell of medullary sinus of lymph node,CL:0009045,
T cell of medullary sinus of lymph node,T cell of medullary sinus of lymph node,CL:0009046,
macrophage of medullary sinus of lymph node,macrophage of medullary sinus of lymph node,CL:0009047,
anorectum macrophage,anorectum macrophage,CL:0009048,
smooth muscle cell of high endothelial venule of lymph node,smooth muscle cell of high endothelial venule of lymph node,CL:0009049,
B cell of anorectum,B cell of anorectum,CL:0009050,
T cell of anorectum,T cell of anorectum,CL:0009051,
smooth muscle cell of anorectum,smooth muscle cell of anorectum,CL:0009052,
stromal cell of anorectum lamina propria,stromal cell of anorectum lamina propria,CL:0009053,
microfold cell of epithelium proper of anorectum,microfold cell of epithelium proper of anorectum,CL:0009054,
paneth cell of anorectum,paneth cell of anorectum,CL:0009055,
transit amplifying cell of anorectum,transit amplifying cell of anorectum,CL:0009056,
anorectum goblet cell,anorectum goblet cell,CL:0009057,
enterocyte of anorectum,enterocyte of anorectum,CL:0009058,
plasma cell of medullary sinus of lymph node,plasma cell of medullary sinus of lymph node,CL:0009059,
marginal zone B cell of lymph node,marginal zone B cell of lymph node,CL:0009060,
intestinal crypt stem cell of anorectum,intestinal crypt stem cell of anorectum,CL:0009061,
germinal center T cell,germinal center T cell,CL:0009062,
enteroendocrine cell of anorectum,enteroendocrine cell of anorectum,CL:0009063,
lymph node paracortex T cell,lymph node paracortex T cell,CL:0009064,
tuft cell of anorectum,tuft cell of anorectum,CL:0009065,
stratified squamous epithelial cell of anal canal,stratified squamous epithelial cell of anal canal,CL:0009066,
vacuolated fetal-type enterocyte,vacuolated fetal-type enterocyte,CL:0009067,
CD8aa(I) thymocyte,CD8aa(I) thymocyte,CL:0009068,
CD8aa(II) thymocyte,CD8aa(II) thymocyte,CL:0009069,
corticomedullary thymic epithelial cell,corticomedullary thymic epithelial cell,CL:0009070,
medullary thymic epithelial cell type 1,medullary thymic epithelial cell type 1,CL:0009071,
medullary thymic epithelial cell type 2,medullary thymic epithelial cell type 2,CL:0009072,
medullary thymic epithelial cell type 3,medullary thymic epithelial cell type 3,CL:0009073,
medullary thymic epithelial cell type 4,medullary thymic epithelial cell type 4,CL:0009074,
myo-medullary thymic epithelial cell,myo-medullary thymic epithelial cell,CL:0009075,
neuro-medullary thymic epithelial cell,neuro-medullary thymic epithelial cell,CL:0009076,
subcapsular thymic epithelial cell,subcapsular thymic epithelial cell,CL:0009077,
thymic fibroblast type 1,thymic fibroblast type 1,CL:0009078,
thymic fibroblast type 2,thymic fibroblast type 2,CL:0009079,
tuft cell of small intestine,tuft cell of small intestine,CL:0009080,
specified double negative thymocyte (Homo sapiens),specified double negative thymocyte (Homo sapiens),CL:0009081,
committed double negative thymocyte (Homo sapiens),committed double negative thymocyte (Homo sapiens),CL:0009082,
rearranging double negative thymocyte (Homo sapiens),rearranging double negative thymocyte (Homo sapiens),CL:0009083,
epithelial cell of endometrial gland,epithelial cell of endometrial gland,CL:0009084,
colony forming unit – Hill cell,colony forming unit – Hill cell,CL:0009085,
endothelial cell of respiratory system lymphatic vessel,endothelial cell of respiratory system lymphatic vessel,CL:0009086,
fused extravillous trophoblast,fused extravillous trophoblast,CL:0009087,
circulating angiogenic cell,circulating angiogenic cell,CL:0009088,
lung pericyte,lung pericyte,CL:0009089,
endothelial colony forming cell,endothelial colony forming cell,CL:0009090,
Leydig stem cell,Leydig stem cell,CL:0009091,
endothelial cell of placenta,endothelial cell of placenta,CL:0009092,
smooth muscle cell of placenta,smooth muscle cell of placenta,CL:0009093,
endothelial cell of hepatic portal vein,endothelial cell of hepatic portal vein,CL:0009094,
endothelial cell of uterus,endothelial cell of uterus,CL:0009095,
esophagus non-keratinized squamous epithelial cell,esophagus non-keratinized squamous epithelial cell,CL:0009096,
embryonic skeletal muscle fiber,embryonic skeletal muscle fiber,CL:0009097,
fetal and neonatal skeletal muscle fiber,fetal and neonatal skeletal muscle fiber,CL:0009098,
fibro/adipogenic progenitor cell,fibro/adipogenic progenitor cell,CL:0009099,
hepatic portal fibroblast,hepatic portal fibroblast,CL:0009100,
fibroblastic reticular cell,fibroblastic reticular cell,CL:0009101,
lymph node fibroblastic reticular cell,lymph node fibroblastic reticular cell,CL:0009102,
lymph node marginal reticular cell,lymph node marginal reticular cell,CL:0009103,
B cell zone reticular cell,B cell zone reticular cell,CL:0009104,
T cell zone reticular cell,T cell zone reticular cell,CL:0009105,
medullary reticular cell,medullary reticular cell,CL:0009106,
lymphatic endothelial cell of subcapsular sinus ceiling,lymphatic endothelial cell of subcapsular sinus ceiling,CL:0009107,
lymphatic endothelial cell of subcapsular sinus floor,lymphatic endothelial cell of subcapsular sinus floor,CL:0009108,
lymphatic endothelial cell of trabecula,lymphatic endothelial cell of trabecula,CL:0009109,
lymphatic endothelial cell of medulla ceiling,lymphatic endothelial cell of medulla ceiling,CL:0009110,
centrocyte,centrocyte,CL:0009111,
centroblast,centroblast,CL:0009112,
T follicular regulatory cell,T follicular regulatory cell,CL:0009113,
monocytoid B cell,monocytoid B cell,CL:0009114,
lymph node lymphatic vessel endothelial cell,lymph node lymphatic vessel endothelial cell,CL:0009115,
progenitor cell of mammary luminal epithelium,progenitor cell of mammary luminal epithelium,CL:0009116,
keratinized cell of hair follicle,keratinized cell of hair follicle,CL:0010000,
stromal cell of bone marrow,stromal cell of bone marrow,CL:0010001,
epithelial cell of umbilical artery,epithelial cell of umbilical artery,CL:0010002,
epithelial cell of alveolus of lung,epithelial cell of alveolus of lung,CL:0010003,
mononuclear cell of bone marrow,mononuclear cell of bone marrow,CL:0010004,
atrioventricular bundle cell,atrioventricular bundle cell,CL:0010005,
cardiac blood vessel endothelial cell,cardiac blood vessel endothelial cell,CL:0010006,
His-Purkinje system cell,His-Purkinje system cell,CL:0010007,
cardiac endothelial cell,cardiac endothelial cell,CL:0010008,
camera-type eye photoreceptor cell,camera-type eye photoreceptor cell,CL:0010009,
cerebellar stellate cell,cerebellar stellate cell,CL:0010010,
cerebral cortex GABAergic interneuron,cerebral cortex GABAergic interneuron,CL:0010011,
cerebral cortex neuron,cerebral cortex neuron,CL:0010012,
type I pinealocyte,type I pinealocyte,CL:0010013,
type II pinealocyte,type II pinealocyte,CL:0010014,
coronet cell,coronet cell,CL:0010015,
collar cell,collar cell,CL:0010016,
zygote,zygote,CL:0010017,
cardiac glial cell,cardiac glial cell,CL:0010020,
cardiac myoblast,cardiac myoblast,CL:0010021,
cardiac neuron,cardiac neuron,CL:0010022,
dorsal horn interneuron,dorsal horn interneuron,CL:0011000,
spinal cord motor neuron,spinal cord motor neuron,CL:0011001,
lateral motor column neuron,lateral motor column neuron,CL:0011002,
magnocellular neurosecretory cell,magnocellular neurosecretory cell,CL:0011003,
lens fiber cell,lens fiber cell,CL:0011004,
GABAergic interneuron,GABAergic interneuron,CL:0011005,
Lugaro cell,Lugaro cell,CL:0011006,
paraxial cell,paraxial cell,CL:0011007,
embryonic hemocyte,embryonic hemocyte,CL:0011008,
embryonic plasmatocyte,embryonic plasmatocyte,CL:0011009,
lateral mesodermal cell,lateral mesodermal cell,CL:0011010,
intermediate mesodermal cell,intermediate mesodermal cell,CL:0011011,
neural crest cell,neural crest cell,CL:0011012,
motile sperm cell,motile sperm cell,CL:0011013,
non-motile sperm cell,non-motile sperm cell,CL:0011014,
amoeboid sperm cell,amoeboid sperm cell,CL:0011015,
flagellated sperm cell,flagellated sperm cell,CL:0011016,
vagal neural crest cell,vagal neural crest cell,CL:0011017,
lymphoid tissue–inducer cell,lymphoid tissue–inducer cell,CL:0011018,
mesothelial cell of epicardium,mesothelial cell of epicardium,CL:0011019,
neural progenitor cell,neural progenitor cell,CL:0011020,
fibroblast of upper back skin,fibroblast of upper back skin,CL:0011021,
fibroblast of skin of back,fibroblast of skin of back,CL:0011022,
CD25+ mast cell,CD25+ mast cell,CL:0011023,
double negative T regulatory cell,double negative T regulatory cell,CL:0011024,
exhausted T cell,exhausted T cell,CL:0011025,
progenitor cell,progenitor cell,CL:0011026,
skeletal muscle fibroblast,skeletal muscle fibroblast,CL:0011027,
olfactory ensheathing cell,olfactory ensheathing cell,CL:0011028,
cnidocyte,cnidocyte,CL:0011029,
dermal microvascular endothelial cell,dermal microvascular endothelial cell,CL:0011030,
monocyte-derived dendritic cell,monocyte-derived dendritic cell,CL:0011031,
lysosome-rich enterocyte,lysosome-rich enterocyte,CL:0011032,
galanergic neuron,galanergic neuron,CL:0011100,
chorionic trophoblast cell,chorionic trophoblast cell,CL:0011101,
parasympathetic neuron,parasympathetic neuron,CL:0011102,
sympathetic neuron,sympathetic neuron,CL:0011103,
interplexiform cell,interplexiform cell,CL:0011104,
dopamanergic interplexiform cell,dopamanergic interplexiform cell,CL:0011105,
GABAnergic interplexiform cell,GABAnergic interplexiform cell,CL:0011106,
colon epithelial cell,colon epithelial cell,CL:0011108,
hypocretin-secreting neuron,hypocretin-secreting neuron,CL:0011109,
histaminergic neuron,histaminergic neuron,CL:0011110,
gonadotropin releasing neuron,gonadotropin-releasing hormone neuron,CL:0011111,
spiral ganglion neuron,spiral ganglion neuron,CL:0011113,
segmented neutrophil of bone marrow,segmented neutrophil of bone marrow,CL:0011114,
precursor cell,precursor cell,CL:0011115,
astrocyte of the forebrain,astrocyte of the forebrain,CL:0012000,
neuron of the forebrain,neuron of the forebrain,CL:0012001,
forebrain radial glial cell,forebrain radial glial cell,CL:0013000,
cranial motor neuron,cranial motor neuron,CL:0015000,
pulmonary ionocyte,pulmonary ionocyte,CL:0017000,
splanchnic mesodermal cell,splanchnic mesodermal cell,CL:0017001,
prostate neuroendocrine cell,prostate neuroendocrine cell,CL:0017002,
epithelial cell of prostatic urethra,epithelial cell of prostatic urethra,CL:0017003,
telocyte,telocyte,CL:0017004,
lymphoblast,lymphoblast,CL:0017005,
B-lymphoblast,B-lymphoblast,CL:0017006,
hillock cell of urethral epithelium,hillock cell of urethral epithelium,CL:0017010,
hillock cell of prostatic urethral epithelium,hillock cell of prostatic urethral epithelium,CL:0017011,
neutrophillic cytoplasm,neutrophillic cytoplasm,CL:0017500,
acidophilic cytoplasm,acidophilic cytoplasm,CL:0017502,
basophilic cytoplasm,basophilic cytoplasm,CL:0017503,
polychromatophilic cytoplasm,polychromatophilic cytoplasm,CL:0017504,
increased nucleus size,increased nucleus size,CL:0017505,
banded nucleus,banded nucleus,CL:0017506,
reniform nucleus,reniform nucleus,CL:0017507,
cartwheel heterochromatin,cartwheel heterochromatin,CL:0017508,
alobate nucleus,alobate nucleus,CL:0017509,
tracheobronchial serous cell,tracheobronchial serous cell,CL:0019001,
tracheobronchial chondrocyte,tracheobronchial chondrocyte,CL:0019002,
tracheobronchial goblet cell,tracheobronchial goblet cell,CL:0019003,
lung parenchyma resident eosinophil,lung parenchyma resident eosinophil,CL:0019015,
lymphatic vessel smooth muscle cell,lymphatic vessel smooth muscle cell,CL:0019017,
blood vessel smooth muscle cell,blood vessel smooth muscle cell,CL:0019018,
tracheobronchial smooth muscle cell,tracheobronchial smooth muscle cell,CL:0019019,
extrahepatic cholangiocyte,extrahepatic cholangiocyte,CL:0019020,
endothelial cell of periportal hepatic sinusoid,endothelial cell of periportal hepatic sinusoid,CL:0019021,
endothelial cell of pericentral hepatic sinusoid,endothelial cell of pericentral hepatic sinusoid,CL:0019022,
periportal region hepatocyte,periportal region hepatocyte,CL:0019026,
midzonal region hepatocyte,midzonal region hepatocyte,CL:0019028,
centrilobular region hepatocyte,centrilobular region hepatocyte,CL:0019029,
intestine goblet cell,intestine goblet cell,CL:0019031,
intestinal tuft cell,intestinal tuft cell,CL:0019032,
retrotrapezoid nucleus neuron,retrotrapezoid nucleus neuron,CL:1000001,
mesonephric nephron tubule epithelial cell,mesonephric nephron tubule epithelial cell,CL:1000022,
forebrain neuroblast,forebrain neuroblast,CL:1000042,
lateral line nerve glial cell,lateral line nerve glial cell,CL:1000050,
spinal cord radial glial cell,spinal cord radial glial cell,CL:1000073,
stretch receptor cell,stretch receptor cell,CL:1000082,
stratified keratinized epithelial stem cell,stratified keratinized epithelial stem cell,CL:1000083,
stratified non keratinized epithelial stem cell,stratified non keratinized epithelial stem cell,CL:1000085,
pronephric nephron tubule epithelial cell,pronephric nephron tubule epithelial cell,CL:1000090,
metanephric nephron tubule epithelial cell,metanephric nephron tubule epithelial cell,CL:1000123,
lung goblet cell,lung goblet cell,CL:1000143,
cardiac valve cell,cardiac valve cell,CL:1000147,
Malpighian tubule stellate cell,Malpighian tubule stellate cell,CL:1000155,
malpighian tubule tip cell,malpighian tubule tip cell,CL:1000182,
pillar cell,pillar cell,CL:1000191,
growth plate cartilage chondrocyte,growth plate cartilage chondrocyte,CL:1000217,
stomach neuroendocrine cell,stomach neuroendocrine cell,CL:1000222,
lung neuroendocrine cell,lung neuroendocrine cell,CL:1000223,
posterior lateral line nerve glial cell,posterior lateral line nerve glial cell,CL:1000236,
anterior lateral line nerve glial cell,anterior lateral line nerve glial cell,CL:1000239,
posterior lateral line ganglion neuron,posterior lateral line ganglion neuron,CL:1000245,
lung ciliated cell,lung ciliated cell,CL:1000271,
lung secretory cell,lung secretory cell,CL:1000272,
trophectodermal cell,trophectodermal cell,CL:1000274,
smooth muscle cell of small intestine,smooth muscle cell of small intestine,CL:1000275,
smooth muscle fiber of duodenum,smooth muscle fiber of duodenum,CL:1000276,
smooth muscle fiber of jejunum,smooth muscle fiber of jejunum,CL:1000277,
smooth muscle fiber of ileum,smooth muscle fiber of ileum,CL:1000278,
smooth muscle cell of large intestine,smooth muscle cell of large intestine,CL:1000279,
smooth muscle cell of colon,smooth muscle cell of colon,CL:1000280,
